,From,To,TimeIndi
50,cheng-du-DC,quan-zhou-shi,0
51,cheng-du-DC,gang-kou-CDC-suo-zai-cheng-shi,0
52,cheng-du-DC,zhang-zhou-shi,0
53,cheng-du-DC,lan-zhou-shi,0
54,cheng-du-DC,dong-guan-shi,0
55,cheng-du-DC,fo-shan-shi,0
56,cheng-du-DC,guang-zhou-shi,0
57,cheng-du-DC,hui-zhou-shi,0
58,cheng-du-DC,jiang-men-shi,0
59,cheng-du-DC,jie-yang-shi,0
60,cheng-du-DC,shan-tou-shi,0
61,cheng-du-DC,shen-zhen-shi,0
62,cheng-du-DC,zhan-jiang-shi,0
63,cheng-du-DC,zhong-shan-shi,0
64,cheng-du-DC,zhu-hai-shi,0
65,cheng-du-DC,nan-ning-shi,0
66,cheng-du-DC,gui-yang-shi,1
67,cheng-du-DC,bao-ding-shi,0
68,cheng-du-DC,cang-zhou-shi,0
69,cheng-du-DC,cheng-de-shi,0
70,cheng-du-DC,han-dan-shi,0
71,cheng-du-DC,nei-lu-CDC-suo-zai-cheng-shi,0
72,cheng-du-DC,shi-jia-zhuang-shi,0
73,cheng-du-DC,tang-shan-shi,0
74,cheng-du-DC,xing-tai-shi,0
75,cheng-du-DC,zhang-jia-kou-shi,0
76,cheng-du-DC,luo-yang-shi,0
77,cheng-du-DC,nan-yang-shi,0
78,cheng-du-DC,shang-qiu-shi,0
79,cheng-du-DC,xin-xiang-shi,0
80,cheng-du-DC,xin-yang-shi,0
81,cheng-du-DC,zheng-zhou-shi,0
82,cheng-du-DC,zhou-kou-shi,0
83,cheng-du-DC,da-qing-shi,0
84,cheng-du-DC,ha-er-bin-shi,0
85,cheng-du-DC,wu-han-shi,0
86,cheng-du-DC,xiang-yang-shi,0
87,cheng-du-DC,heng-yang-shi,0
88,cheng-du-DC,chang-sha-shi,0
89,cheng-du-DC,ji-lin-shi,0
90,cheng-du-DC,chang-chun-shi,0
91,cheng-du-DC,chang-zhou-shi,0
92,cheng-du-DC,huai-an-shi,0
93,cheng-du-DC,lian-yun-gang-shi,0
94,cheng-du-DC,nan-jing-shi,0
95,cheng-du-DC,nan-tong-shi,0
96,cheng-du-DC,su-zhou-shi2,0
97,cheng-du-DC,tai-zhou-shi1,0
98,cheng-du-DC,wu-xi-shi,0
99,cheng-du-DC,su-qian-shi,0
100,cheng-du-DC,xu-zhou-shi,0
101,cheng-du-DC,yan-cheng-shi,0
102,cheng-du-DC,yang-zhou-shi,0
103,cheng-du-DC,zhen-jiang-shi,0
104,cheng-du-DC,gan-zhou-shi,0
105,cheng-du-DC,jiu-jiang-shi,0
106,cheng-du-DC,nan-chang-shi,0
107,cheng-du-DC,shang-rao-shi,0
108,cheng-du-DC,an-shan-shi,0
109,cheng-du-DC,da-lian-shi,0
110,cheng-du-DC,shen-yang-shi,0
111,cheng-du-DC,bao-tou-shi,0
112,cheng-du-DC,hu-he-hao-te-shi,0
113,cheng-du-DC,de-zhou-shi,0
114,cheng-du-DC,dong-ying-shi,0
115,cheng-du-DC,he-ze-shi,0
116,cheng-du-DC,ji-nan-shi,0
117,cheng-du-DC,ji-ning-shi,0
118,cheng-du-DC,liao-cheng-shi,0
119,cheng-du-DC,lin-yi-shi,0
120,cheng-du-DC,qing-dao-shi,0
121,cheng-du-DC,ri-zhao-shi,0
122,cheng-du-DC,tai-an-shi,0
123,cheng-du-DC,wei-hai-shi,0
124,cheng-du-DC,wei-fang-shi,0
125,cheng-du-DC,yan-tai-shi,0
126,cheng-du-DC,zi-bo-shi,0
127,cheng-du-DC,lin-fen-shi,0
128,cheng-du-DC,tai-yuan-shi,0
129,cheng-du-DC,yun-cheng-shi,0
130,cheng-du-DC,xi-an-shi,0
131,cheng-du-DC,xian-yang-shi,0
132,cheng-du-DC,shang-hai-shi,0
133,cheng-du-DC,cheng-du-shi,1
134,cheng-du-DC,mian-yang-shi,1
135,cheng-du-DC,tian-jin-shi,0
136,cheng-du-DC,kun-ming-shi,0
137,cheng-du-DC,hang-zhou-shi,0
138,cheng-du-DC,hu-zhou-shi,0
139,cheng-du-DC,jia-xing-shi,0
140,cheng-du-DC,jin-hua-shi,0
141,cheng-du-DC,ning-bo-shi,0
142,cheng-du-DC,shao-xing-shi,0
143,cheng-du-DC,tai-zhou-shi2,0
144,cheng-du-DC,wen-zhou-shi,0
145,cheng-du-DC,chong-qing-shi,1
146,dong-guan-DC,bo-zhou-shi,0
147,dong-guan-DC,chu-zhou-shi,0
148,dong-guan-DC,fu-yang-shi,0
149,dong-guan-DC,he-fei-shi,0
150,dong-guan-DC,lu-an-shi,0
151,dong-guan-DC,wu-hu-shi,0
152,dong-guan-DC,su-zhou-shi1,0
153,dong-guan-DC,bei-jing-shi,0
154,dong-guan-DC,fu-zhou-shi,1
155,dong-guan-DC,ning-de-shi,0
156,dong-guan-DC,quan-zhou-shi,1
157,dong-guan-DC,gang-kou-CDC-suo-zai-cheng-shi,1
158,dong-guan-DC,zhang-zhou-shi,1
159,dong-guan-DC,lan-zhou-shi,0
160,dong-guan-DC,dong-guan-shi,1
161,dong-guan-DC,fo-shan-shi,1
162,dong-guan-DC,guang-zhou-shi,1
163,dong-guan-DC,hui-zhou-shi,1
164,dong-guan-DC,jiang-men-shi,1
165,dong-guan-DC,jie-yang-shi,1
166,dong-guan-DC,shan-tou-shi,1
167,dong-guan-DC,shen-zhen-shi,1
168,dong-guan-DC,zhan-jiang-shi,1
169,dong-guan-DC,zhong-shan-shi,1
170,dong-guan-DC,zhu-hai-shi,1
171,dong-guan-DC,nan-ning-shi,1
172,dong-guan-DC,gui-yang-shi,0
173,dong-guan-DC,bao-ding-shi,0
174,dong-guan-DC,cang-zhou-shi,0
175,dong-guan-DC,cheng-de-shi,0
176,dong-guan-DC,han-dan-shi,0
177,dong-guan-DC,nei-lu-CDC-suo-zai-cheng-shi,0
178,dong-guan-DC,shi-jia-zhuang-shi,0
179,dong-guan-DC,tang-shan-shi,0
180,dong-guan-DC,xing-tai-shi,0
181,dong-guan-DC,zhang-jia-kou-shi,0
182,dong-guan-DC,luo-yang-shi,0
183,dong-guan-DC,nan-yang-shi,0
184,dong-guan-DC,shang-qiu-shi,0
185,dong-guan-DC,xin-xiang-shi,0
186,dong-guan-DC,xin-yang-shi,0
187,dong-guan-DC,zheng-zhou-shi,0
188,dong-guan-DC,zhou-kou-shi,0
189,dong-guan-DC,da-qing-shi,0
190,dong-guan-DC,ha-er-bin-shi,0
191,dong-guan-DC,wu-han-shi,0
192,dong-guan-DC,xiang-yang-shi,0
193,dong-guan-DC,heng-yang-shi,1
194,dong-guan-DC,chang-sha-shi,1
195,dong-guan-DC,ji-lin-shi,0
196,dong-guan-DC,chang-chun-shi,0
197,dong-guan-DC,chang-zhou-shi,0
198,dong-guan-DC,huai-an-shi,0
199,dong-guan-DC,lian-yun-gang-shi,0
200,dong-guan-DC,nan-jing-shi,0
201,dong-guan-DC,nan-tong-shi,0
202,dong-guan-DC,su-zhou-shi2,0
203,dong-guan-DC,tai-zhou-shi1,0
204,dong-guan-DC,wu-xi-shi,0
205,dong-guan-DC,su-qian-shi,0
206,dong-guan-DC,xu-zhou-shi,0
207,dong-guan-DC,yan-cheng-shi,0
208,dong-guan-DC,yang-zhou-shi,0
209,dong-guan-DC,zhen-jiang-shi,0
210,dong-guan-DC,gan-zhou-shi,1
211,dong-guan-DC,jiu-jiang-shi,0
212,dong-guan-DC,nan-chang-shi,1
213,dong-guan-DC,shang-rao-shi,0
214,dong-guan-DC,an-shan-shi,0
215,dong-guan-DC,da-lian-shi,0
216,dong-guan-DC,shen-yang-shi,0
217,dong-guan-DC,bao-tou-shi,0
218,dong-guan-DC,hu-he-hao-te-shi,0
219,dong-guan-DC,de-zhou-shi,0
220,dong-guan-DC,dong-ying-shi,0
221,dong-guan-DC,he-ze-shi,0
222,dong-guan-DC,ji-nan-shi,0
223,dong-guan-DC,ji-ning-shi,0
224,dong-guan-DC,liao-cheng-shi,0
225,dong-guan-DC,lin-yi-shi,0
226,dong-guan-DC,qing-dao-shi,0
227,dong-guan-DC,ri-zhao-shi,0
228,dong-guan-DC,tai-an-shi,0
229,dong-guan-DC,wei-hai-shi,0
230,dong-guan-DC,wei-fang-shi,0
231,dong-guan-DC,yan-tai-shi,0
232,dong-guan-DC,zi-bo-shi,0
233,dong-guan-DC,lin-fen-shi,0
234,dong-guan-DC,tai-yuan-shi,0
235,dong-guan-DC,yun-cheng-shi,0
236,dong-guan-DC,xi-an-shi,0
237,dong-guan-DC,xian-yang-shi,0
238,dong-guan-DC,shang-hai-shi,0
239,dong-guan-DC,cheng-du-shi,0
240,dong-guan-DC,mian-yang-shi,0
241,dong-guan-DC,tian-jin-shi,0
242,dong-guan-DC,kun-ming-shi,0
243,dong-guan-DC,hang-zhou-shi,0
244,dong-guan-DC,hu-zhou-shi,0
245,dong-guan-DC,jia-xing-shi,0
246,dong-guan-DC,jin-hua-shi,0
247,dong-guan-DC,ning-bo-shi,0
248,dong-guan-DC,shao-xing-shi,0
249,dong-guan-DC,tai-zhou-shi2,0
250,dong-guan-DC,wen-zhou-shi,0
251,dong-guan-DC,chong-qing-shi,0
252,guang-zhou-DC,bo-zhou-shi,0
253,guang-zhou-DC,chu-zhou-shi,0
254,guang-zhou-DC,fu-yang-shi,0
255,guang-zhou-DC,he-fei-shi,0
256,guang-zhou-DC,lu-an-shi,0
257,guang-zhou-DC,wu-hu-shi,0
258,guang-zhou-DC,su-zhou-shi1,0
259,guang-zhou-DC,bei-jing-shi,0
260,guang-zhou-DC,fu-zhou-shi,0
261,guang-zhou-DC,ning-de-shi,0
262,guang-zhou-DC,quan-zhou-shi,1
263,guang-zhou-DC,gang-kou-CDC-suo-zai-cheng-shi,1
264,guang-zhou-DC,zhang-zhou-shi,1
265,guang-zhou-DC,lan-zhou-shi,0
266,guang-zhou-DC,dong-guan-shi,1
267,guang-zhou-DC,fo-shan-shi,1
268,guang-zhou-DC,guang-zhou-shi,1
269,guang-zhou-DC,hui-zhou-shi,1
270,guang-zhou-DC,jiang-men-shi,1
271,guang-zhou-DC,jie-yang-shi,1
272,guang-zhou-DC,shan-tou-shi,1
273,guang-zhou-DC,shen-zhen-shi,1
274,guang-zhou-DC,zhan-jiang-shi,1
275,guang-zhou-DC,zhong-shan-shi,1
276,guang-zhou-DC,zhu-hai-shi,1
277,guang-zhou-DC,nan-ning-shi,1
278,guang-zhou-DC,gui-yang-shi,0
279,guang-zhou-DC,bao-ding-shi,0
280,guang-zhou-DC,cang-zhou-shi,0
281,guang-zhou-DC,cheng-de-shi,0
282,guang-zhou-DC,han-dan-shi,0
283,guang-zhou-DC,nei-lu-CDC-suo-zai-cheng-shi,0
284,guang-zhou-DC,shi-jia-zhuang-shi,0
285,guang-zhou-DC,tang-shan-shi,0
286,guang-zhou-DC,xing-tai-shi,0
287,guang-zhou-DC,zhang-jia-kou-shi,0
288,guang-zhou-DC,luo-yang-shi,0
289,guang-zhou-DC,nan-yang-shi,0
290,guang-zhou-DC,shang-qiu-shi,0
291,guang-zhou-DC,xin-xiang-shi,0
292,guang-zhou-DC,xin-yang-shi,0
293,guang-zhou-DC,zheng-zhou-shi,0
294,guang-zhou-DC,zhou-kou-shi,0
295,guang-zhou-DC,da-qing-shi,0
296,guang-zhou-DC,ha-er-bin-shi,0
297,guang-zhou-DC,wu-han-shi,0
298,guang-zhou-DC,xiang-yang-shi,0
299,guang-zhou-DC,heng-yang-shi,1
300,guang-zhou-DC,chang-sha-shi,1
301,guang-zhou-DC,ji-lin-shi,0
302,guang-zhou-DC,chang-chun-shi,0
303,guang-zhou-DC,chang-zhou-shi,0
304,guang-zhou-DC,huai-an-shi,0
305,guang-zhou-DC,lian-yun-gang-shi,0
306,guang-zhou-DC,nan-jing-shi,0
307,guang-zhou-DC,nan-tong-shi,0
308,guang-zhou-DC,su-zhou-shi2,0
309,guang-zhou-DC,tai-zhou-shi1,0
310,guang-zhou-DC,wu-xi-shi,0
311,guang-zhou-DC,su-qian-shi,0
312,guang-zhou-DC,xu-zhou-shi,0
313,guang-zhou-DC,yan-cheng-shi,0
314,guang-zhou-DC,yang-zhou-shi,0
315,guang-zhou-DC,zhen-jiang-shi,0
316,guang-zhou-DC,gan-zhou-shi,1
317,guang-zhou-DC,jiu-jiang-shi,0
318,guang-zhou-DC,nan-chang-shi,1
319,guang-zhou-DC,shang-rao-shi,0
320,guang-zhou-DC,an-shan-shi,0
321,guang-zhou-DC,da-lian-shi,0
322,guang-zhou-DC,shen-yang-shi,0
323,guang-zhou-DC,bao-tou-shi,0
324,guang-zhou-DC,hu-he-hao-te-shi,0
325,guang-zhou-DC,de-zhou-shi,0
326,guang-zhou-DC,dong-ying-shi,0
327,guang-zhou-DC,he-ze-shi,0
328,guang-zhou-DC,ji-nan-shi,0
329,guang-zhou-DC,ji-ning-shi,0
330,guang-zhou-DC,liao-cheng-shi,0
331,guang-zhou-DC,lin-yi-shi,0
332,guang-zhou-DC,qing-dao-shi,0
333,guang-zhou-DC,ri-zhao-shi,0
334,guang-zhou-DC,tai-an-shi,0
335,guang-zhou-DC,wei-hai-shi,0
336,guang-zhou-DC,wei-fang-shi,0
337,guang-zhou-DC,yan-tai-shi,0
338,guang-zhou-DC,zi-bo-shi,0
339,guang-zhou-DC,lin-fen-shi,0
340,guang-zhou-DC,tai-yuan-shi,0
341,guang-zhou-DC,yun-cheng-shi,0
342,guang-zhou-DC,xi-an-shi,0
343,guang-zhou-DC,xian-yang-shi,0
344,guang-zhou-DC,shang-hai-shi,0
345,guang-zhou-DC,cheng-du-shi,0
346,guang-zhou-DC,mian-yang-shi,0
347,guang-zhou-DC,tian-jin-shi,0
348,guang-zhou-DC,kun-ming-shi,0
349,guang-zhou-DC,hang-zhou-shi,0
350,guang-zhou-DC,hu-zhou-shi,0
351,guang-zhou-DC,jia-xing-shi,0
352,guang-zhou-DC,jin-hua-shi,0
353,guang-zhou-DC,ning-bo-shi,0
354,guang-zhou-DC,shao-xing-shi,0
355,guang-zhou-DC,tai-zhou-shi2,0
356,guang-zhou-DC,wen-zhou-shi,0
357,guang-zhou-DC,chong-qing-shi,0
358,nei-lu-CDC,bo-zhou-shi,1
359,nei-lu-CDC,chu-zhou-shi,0
360,nei-lu-CDC,fu-yang-shi,0
361,nei-lu-CDC,he-fei-shi,0
362,nei-lu-CDC,lu-an-shi,0
363,nei-lu-CDC,wu-hu-shi,0
364,nei-lu-CDC,su-zhou-shi1,0
365,nei-lu-CDC,bei-jing-shi,1
366,nei-lu-CDC,fu-zhou-shi,0
367,nei-lu-CDC,ning-de-shi,0
368,nei-lu-CDC,quan-zhou-shi,0
369,nei-lu-CDC,gang-kou-CDC-suo-zai-cheng-shi,0
370,nei-lu-CDC,zhang-zhou-shi,0
371,nei-lu-CDC,lan-zhou-shi,0
372,nei-lu-CDC,dong-guan-shi,0
373,nei-lu-CDC,fo-shan-shi,0
374,nei-lu-CDC,guang-zhou-shi,0
375,nei-lu-CDC,hui-zhou-shi,0
376,nei-lu-CDC,jiang-men-shi,0
377,nei-lu-CDC,jie-yang-shi,0
378,nei-lu-CDC,shan-tou-shi,0
379,nei-lu-CDC,shen-zhen-shi,0
380,nei-lu-CDC,zhan-jiang-shi,0
381,nei-lu-CDC,zhong-shan-shi,0
382,nei-lu-CDC,zhu-hai-shi,0
383,nei-lu-CDC,nan-ning-shi,0
384,nei-lu-CDC,gui-yang-shi,0
385,nei-lu-CDC,bao-ding-shi,1
386,nei-lu-CDC,cang-zhou-shi,1
387,nei-lu-CDC,cheng-de-shi,1
388,nei-lu-CDC,han-dan-shi,1
389,nei-lu-CDC,nei-lu-CDC-suo-zai-cheng-shi,1
390,nei-lu-CDC,shi-jia-zhuang-shi,1
391,nei-lu-CDC,tang-shan-shi,1
392,nei-lu-CDC,xing-tai-shi,1
393,nei-lu-CDC,zhang-jia-kou-shi,1
394,nei-lu-CDC,luo-yang-shi,1
395,nei-lu-CDC,nan-yang-shi,0
396,nei-lu-CDC,shang-qiu-shi,1
397,nei-lu-CDC,xin-xiang-shi,1
398,nei-lu-CDC,xin-yang-shi,0
399,nei-lu-CDC,zheng-zhou-shi,1
400,nei-lu-CDC,zhou-kou-shi,1
401,nei-lu-CDC,da-qing-shi,0
402,nei-lu-CDC,ha-er-bin-shi,0
403,nei-lu-CDC,wu-han-shi,0
404,nei-lu-CDC,xiang-yang-shi,0
405,nei-lu-CDC,heng-yang-shi,0
406,nei-lu-CDC,chang-sha-shi,0
407,nei-lu-CDC,ji-lin-shi,0
408,nei-lu-CDC,chang-chun-shi,0
409,nei-lu-CDC,chang-zhou-shi,0
410,nei-lu-CDC,huai-an-shi,0
411,nei-lu-CDC,lian-yun-gang-shi,1
412,nei-lu-CDC,nan-jing-shi,0
413,nei-lu-CDC,nan-tong-shi,0
414,nei-lu-CDC,su-zhou-shi2,0
415,nei-lu-CDC,tai-zhou-shi1,0
416,nei-lu-CDC,wu-xi-shi,0
417,nei-lu-CDC,su-qian-shi,1
418,nei-lu-CDC,xu-zhou-shi,1
419,nei-lu-CDC,yan-cheng-shi,0
420,nei-lu-CDC,yang-zhou-shi,0
421,nei-lu-CDC,zhen-jiang-shi,0
422,nei-lu-CDC,gan-zhou-shi,0
423,nei-lu-CDC,jiu-jiang-shi,0
424,nei-lu-CDC,nan-chang-shi,0
425,nei-lu-CDC,shang-rao-shi,0
426,nei-lu-CDC,an-shan-shi,1
427,nei-lu-CDC,da-lian-shi,0
428,nei-lu-CDC,shen-yang-shi,1
429,nei-lu-CDC,bao-tou-shi,0
430,nei-lu-CDC,hu-he-hao-te-shi,1
431,nei-lu-CDC,de-zhou-shi,1
432,nei-lu-CDC,dong-ying-shi,1
433,nei-lu-CDC,he-ze-shi,1
434,nei-lu-CDC,ji-nan-shi,1
435,nei-lu-CDC,ji-ning-shi,1
436,nei-lu-CDC,liao-cheng-shi,1
437,nei-lu-CDC,lin-yi-shi,1
438,nei-lu-CDC,qing-dao-shi,1
439,nei-lu-CDC,ri-zhao-shi,1
440,nei-lu-CDC,tai-an-shi,1
441,nei-lu-CDC,wei-hai-shi,1
442,nei-lu-CDC,wei-fang-shi,1
443,nei-lu-CDC,yan-tai-shi,1
444,nei-lu-CDC,zi-bo-shi,1
445,nei-lu-CDC,lin-fen-shi,1
446,nei-lu-CDC,tai-yuan-shi,1
447,nei-lu-CDC,yun-cheng-shi,0
448,nei-lu-CDC,xi-an-shi,0
449,nei-lu-CDC,xian-yang-shi,0
450,nei-lu-CDC,shang-hai-shi,0
451,nei-lu-CDC,cheng-du-shi,0
452,nei-lu-CDC,mian-yang-shi,0
453,nei-lu-CDC,tian-jin-shi,1
454,nei-lu-CDC,kun-ming-shi,0
455,nei-lu-CDC,hang-zhou-shi,0
456,nei-lu-CDC,hu-zhou-shi,0
457,nei-lu-CDC,jia-xing-shi,0
458,nei-lu-CDC,jin-hua-shi,0
459,nei-lu-CDC,ning-bo-shi,0
460,nei-lu-CDC,shao-xing-shi,0
461,nei-lu-CDC,tai-zhou-shi2,0
462,nei-lu-CDC,wen-zhou-shi,0
463,nei-lu-CDC,chong-qing-shi,0
464,nan-jing-DC,bo-zhou-shi,1
465,nan-jing-DC,chu-zhou-shi,1
466,nan-jing-DC,fu-yang-shi,1
467,nan-jing-DC,he-fei-shi,1
468,nan-jing-DC,lu-an-shi,1
469,nan-jing-DC,wu-hu-shi,1
470,nan-jing-DC,su-zhou-shi1,1
471,nan-jing-DC,bei-jing-shi,0
472,nan-jing-DC,fu-zhou-shi,0
473,nan-jing-DC,ning-de-shi,0
474,nan-jing-DC,quan-zhou-shi,0
475,nan-jing-DC,gang-kou-CDC-suo-zai-cheng-shi,0
476,nan-jing-DC,zhang-zhou-shi,0
477,nan-jing-DC,lan-zhou-shi,0
478,nan-jing-DC,dong-guan-shi,0
479,nan-jing-DC,fo-shan-shi,0
480,nan-jing-DC,guang-zhou-shi,0
481,nan-jing-DC,hui-zhou-shi,0
482,nan-jing-DC,jiang-men-shi,0
483,nan-jing-DC,jie-yang-shi,0
484,nan-jing-DC,shan-tou-shi,0
485,nan-jing-DC,shen-zhen-shi,0
486,nan-jing-DC,zhan-jiang-shi,0
487,nan-jing-DC,zhong-shan-shi,0
488,nan-jing-DC,zhu-hai-shi,0
489,nan-jing-DC,nan-ning-shi,0
490,nan-jing-DC,gui-yang-shi,0
491,nan-jing-DC,bao-ding-shi,0
492,nan-jing-DC,cang-zhou-shi,0
493,nan-jing-DC,cheng-de-shi,0
494,nan-jing-DC,han-dan-shi,1
495,nan-jing-DC,nei-lu-CDC-suo-zai-cheng-shi,0
496,nan-jing-DC,shi-jia-zhuang-shi,0
497,nan-jing-DC,tang-shan-shi,0
498,nan-jing-DC,xing-tai-shi,0
499,nan-jing-DC,zhang-jia-kou-shi,0
500,nan-jing-DC,luo-yang-shi,1
501,nan-jing-DC,nan-yang-shi,1
502,nan-jing-DC,shang-qiu-shi,1
503,nan-jing-DC,xin-xiang-shi,1
504,nan-jing-DC,xin-yang-shi,1
505,nan-jing-DC,zheng-zhou-shi,1
506,nan-jing-DC,zhou-kou-shi,1
507,nan-jing-DC,da-qing-shi,0
508,nan-jing-DC,ha-er-bin-shi,0
509,nan-jing-DC,wu-han-shi,1
510,nan-jing-DC,xiang-yang-shi,1
511,nan-jing-DC,heng-yang-shi,0
512,nan-jing-DC,chang-sha-shi,0
513,nan-jing-DC,ji-lin-shi,0
514,nan-jing-DC,chang-chun-shi,0
515,nan-jing-DC,chang-zhou-shi,1
516,nan-jing-DC,huai-an-shi,1
517,nan-jing-DC,lian-yun-gang-shi,1
518,nan-jing-DC,nan-jing-shi,1
519,nan-jing-DC,nan-tong-shi,1
520,nan-jing-DC,su-zhou-shi2,1
521,nan-jing-DC,tai-zhou-shi1,1
522,nan-jing-DC,wu-xi-shi,1
523,nan-jing-DC,su-qian-shi,1
524,nan-jing-DC,xu-zhou-shi,1
525,nan-jing-DC,yan-cheng-shi,1
526,nan-jing-DC,yang-zhou-shi,1
527,nan-jing-DC,zhen-jiang-shi,1
528,nan-jing-DC,gan-zhou-shi,0
529,nan-jing-DC,jiu-jiang-shi,1
530,nan-jing-DC,nan-chang-shi,1
531,nan-jing-DC,shang-rao-shi,1
532,nan-jing-DC,an-shan-shi,0
533,nan-jing-DC,da-lian-shi,0
534,nan-jing-DC,shen-yang-shi,0
535,nan-jing-DC,bao-tou-shi,0
536,nan-jing-DC,hu-he-hao-te-shi,0
537,nan-jing-DC,de-zhou-shi,1
538,nan-jing-DC,dong-ying-shi,1
539,nan-jing-DC,he-ze-shi,1
540,nan-jing-DC,ji-nan-shi,1
541,nan-jing-DC,ji-ning-shi,1
542,nan-jing-DC,liao-cheng-shi,1
543,nan-jing-DC,lin-yi-shi,1
544,nan-jing-DC,qing-dao-shi,1
545,nan-jing-DC,ri-zhao-shi,1
546,nan-jing-DC,tai-an-shi,1
547,nan-jing-DC,wei-hai-shi,1
548,nan-jing-DC,wei-fang-shi,1
549,nan-jing-DC,yan-tai-shi,1
550,nan-jing-DC,zi-bo-shi,1
551,nan-jing-DC,lin-fen-shi,0
552,nan-jing-DC,tai-yuan-shi,0
553,nan-jing-DC,yun-cheng-shi,0
554,nan-jing-DC,xi-an-shi,0
555,nan-jing-DC,xian-yang-shi,0
556,nan-jing-DC,shang-hai-shi,1
557,nan-jing-DC,cheng-du-shi,0
558,nan-jing-DC,mian-yang-shi,0
559,nan-jing-DC,tian-jin-shi,0
560,nan-jing-DC,kun-ming-shi,0
561,nan-jing-DC,hang-zhou-shi,1
562,nan-jing-DC,hu-zhou-shi,1
563,nan-jing-DC,jia-xing-shi,1
564,nan-jing-DC,jin-hua-shi,1
565,nan-jing-DC,ning-bo-shi,1
566,nan-jing-DC,shao-xing-shi,1
567,nan-jing-DC,tai-zhou-shi2,1
568,nan-jing-DC,wen-zhou-shi,1
569,nan-jing-DC,chong-qing-shi,0
570,qing-dao-DC,bo-zhou-shi,1
571,qing-dao-DC,chu-zhou-shi,1
572,qing-dao-DC,fu-yang-shi,1
573,qing-dao-DC,he-fei-shi,1
574,qing-dao-DC,lu-an-shi,1
575,qing-dao-DC,wu-hu-shi,1
576,qing-dao-DC,su-zhou-shi1,1
577,qing-dao-DC,bei-jing-shi,1
578,qing-dao-DC,fu-zhou-shi,0
579,qing-dao-DC,ning-de-shi,0
580,qing-dao-DC,quan-zhou-shi,0
581,qing-dao-DC,gang-kou-CDC-suo-zai-cheng-shi,0
582,qing-dao-DC,zhang-zhou-shi,0
583,qing-dao-DC,lan-zhou-shi,0
584,qing-dao-DC,dong-guan-shi,0
585,qing-dao-DC,fo-shan-shi,0
586,qing-dao-DC,guang-zhou-shi,0
587,qing-dao-DC,hui-zhou-shi,0
588,qing-dao-DC,jiang-men-shi,0
589,qing-dao-DC,jie-yang-shi,0
590,qing-dao-DC,shan-tou-shi,0
591,qing-dao-DC,shen-zhen-shi,0
592,qing-dao-DC,zhan-jiang-shi,0
593,qing-dao-DC,zhong-shan-shi,0
594,qing-dao-DC,zhu-hai-shi,0
595,qing-dao-DC,nan-ning-shi,0
596,qing-dao-DC,gui-yang-shi,0
597,qing-dao-DC,bao-ding-shi,1
598,qing-dao-DC,cang-zhou-shi,1
599,qing-dao-DC,cheng-de-shi,0
600,qing-dao-DC,han-dan-shi,1
601,qing-dao-DC,nei-lu-CDC-suo-zai-cheng-shi,1
602,qing-dao-DC,shi-jia-zhuang-shi,1
